[--] ----------------------------------------------
[--] CANreal Save Frames Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\Pi\Desktop\CySkinDLL\CAN_packets.csplog
[F2] Split file series:       	CAN_packets.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	2093
[F7] File date:               	26.11.2016
[F8] File time:               	07:33:07
[S1] Hardware:                	1000
[S2] Driver:                  	2609
[S3] Firmware:                	1100
[S5] dll:                     	4808
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 7 Service Pack 1 (6,1,7601,2,[Service Pack 1])
[S9] CANreal:                 	8.23
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[SC] Controller:              	LPC,60.0 MHz
[SD] Board serial:            	HI005033
[C1] Net number:              	0
[C2] Baud:                    	1000
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[C6] Baud details:            	1000.00 kBit/s+0.00% Table-Index[0],TSEG[17/3],SJW[0],FLAGS[0 hex]
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
         163	    	07:31:52	542.974	          0.113		       513	       201	      	  8	27	A6	25	62	25	C9	28	87	'¶%b%…(á	
         164	    	07:31:52	543.087	          0.113		       513	       201	      	  8	24	2D	27	5B	B2	9D	26	2D	$-'[≤ù&-	
         165	    	07:31:52	543.202	          0.115		       513	       201	      	  8	26	2A	28	B6	27	3C	27	46	&*(∂'<'F	
         166	    	07:31:52	543.315	          0.113		       513	       201	      	  8	27	9C	28	71	25	49	26	65	'ú(q%I&e	
         167	    	07:31:52	543.452	          0.137		       513	       201	      	  8	27	DC	26	E3	B2	70	26	88	'‹&„≤p&à	
         168	    	07:31:52	543.559	          0.107		       513	       201	      	  8	26	E2	29	43	29	E9	27	B1	&‚)C)È'±	
         169	    	07:31:52	543.664	          0.105		      1025	       401	      	  7	27	64	28	93	28	6C	D6	  	'd(ì(l÷ 	
         170	    	07:31:52	543.779	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         171	    	07:31:52	543.893	          0.114		       513	       201	      	  8	27	3B	B1	82	25	42	25	E1	';±Ç%B%·	
         172	    	07:31:52	544.008	          0.115		       513	       201	      	  8	28	AB	29	CC	27	55	27	91	(´)Ã'U'ë	
         173	    	07:31:52	544.146	          0.138		       513	       201	      	  8	28	E4	28	08	26	4D	27	70	(‰(_&M'p	
         174	    	07:31:52	544.220	          0.074		      1025	       401	      	  3	29	9B	E9	  	  	  	  	  	)õÈ     	
         175	    	07:31:52	590.939	         46.719		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
         176	    	07:31:52	591.070	          0.131		       513	       201	      	  8	28	07	27	5F	27	64	29	0B	(_'_'d)_	
         177	    	07:31:52	591.185	          0.115		       513	       201	      	  8	26	15	27	05	26	BF	26	D4	&_'_&ø&‘	
         178	    	07:31:52	591.300	          0.115		       513	       201	      	  8	28	56	28	6D	B2	F9	27	7F	(V(m≤˘'	
         179	    	07:31:52	591.415	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         180	    	07:31:52	591.541	          0.126		       513	       201	      	  8	25	D5	26	CF	26	52	26	84	%’&œ&R&Ñ	
         181	    	07:31:52	591.657	          0.116		       513	       201	      	  8	28	66	27	E7	AD	E1	28	87	(f'Á≠·(á	
         182	    	07:31:52	591.772	          0.115		       513	       201	      	  8	26	F9	2A	5D	28	96	27	AB	&˘*](ñ'´	
         183	    	07:31:52	591.889	          0.117		       513	       201	      	  8	27	C0	25	7F	25	2C	26	03	'¿%%,&_	
         184	    	07:31:52	592.005	          0.116		       513	       201	      	  8	27	74	30	C0	B2	BF	26	D4	't0¿≤ø&‘	
         185	    	07:31:52	592.144	          0.139		       513	       201	      	  8	26	F1	29	02	29	C3	27	DD	&Ò)_)√'›	
         186	    	07:31:52	592.258	          0.114		       513	       201	      	  8	27	A9	25	57	24	44	28	6C	'©%W$D(l	
         187	    	07:31:52	592.372	          0.114		       513	       201	      	  8	27	A1	26	D9	AE	89	28	95	'°&ŸÆâ(ï	
         188	    	07:31:52	592.489	          0.117		       513	       201	      	  8	27	5C	2A	B9	29	00	28	27	'\*π)_('	
         189	    	07:31:52	592.622	          0.133		       513	       201	      	  8	28	37	26	CA	26	2C	26	09	(7& &,&_	
         190	    	07:31:52	592.745	          0.123		       513	       201	      	  8	27	72	2F	F3	B2	98	26	FE	'r/Û≤ò&˛	
         191	    	07:31:52	592.860	          0.115		       513	       201	      	  8	26	2A	28	E8	26	F4	27	D9	&*(Ë&Ù'Ÿ	
         192	    	07:31:52	592.974	          0.114		       513	       201	      	  8	27	A9	25	60	25	C9	28	86	'©%`%…(Ü	
         193	    	07:31:52	593.088	          0.114		       513	       201	      	  8	24	29	27	59	B2	9E	26	38	$)'Y≤û&8	
         194	    	07:31:52	593.204	          0.116		       513	       201	      	  8	26	2B	28	B1	27	35	27	45	&+(±'5'E	
         195	    	07:31:52	593.342	          0.138		       513	       201	      	  8	27	9C	28	6F	25	49	26	61	'ú(o%I&a	
         196	    	07:31:52	593.459	          0.117		       513	       201	      	  8	27	D8	26	E1	B2	72	26	88	'ÿ&·≤r&à	
         197	    	07:31:52	593.579	          0.120		       513	       201	      	  8	26	E2	29	43	29	E9	27	B1	&‚)C)È'±	
         198	    	07:31:52	593.676	          0.097		      1025	       401	      	  7	27	65	28	91	28	6C	9B	  	'e(ë(lõ 	
         199	    	07:31:52	593.791	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         200	    	07:31:52	593.908	          0.117		       513	       201	      	  8	27	3B	B1	80	25	44	25	E0	';±Ä%D%‡	
         201	    	07:31:52	594.044	          0.136		       513	       201	      	  8	28	AC	29	CD	27	5F	27	9F	(¨)Õ'_'ü	
         202	    	07:31:52	594.159	          0.115		       513	       201	      	  8	28	F4	28	0D	26	49	27	6D	(Ù(_&I'm	
         203	    	07:31:52	594.233	          0.074		      1025	       401	      	  3	29	99	F7	  	  	  	  	  	)ô˜     	
         204	    	07:31:52	640.939	         46.706		       257	       101	      	  8	43	BC	00	00	B3	0B	28	88	Cº__≥_(à	
         205	    	07:31:52	641.069	          0.130		       513	       201	      	  8	28	08	27	5F	27	63	29	0A	(_'_'c)_	
         206	    	07:31:52	641.185	          0.116		       513	       201	      	  8	26	15	27	05	26	BE	26	D3	&_'_&æ&”	
         207	    	07:31:52	641.303	          0.118		       513	       201	      	  8	28	56	28	6E	B2	F8	27	7F	(V(n≤¯'	
         208	    	07:31:52	641.418	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         209	    	07:31:52	641.542	          0.124		       513	       201	      	  8	25	D5	26	CF	26	51	26	84	%’&œ&Q&Ñ	
         210	    	07:31:52	641.656	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E2	28	86	(f'Á≠‚(Ü	
         211	    	07:31:52	641.770	          0.114		       513	       201	      	  8	26	F9	2A	5E	28	96	27	AA	&˘*^(ñ'™	
         212	    	07:31:52	641.888	          0.118		       513	       201	      	  8	27	C0	25	80	25	2B	25	FE	'¿%Ä%+%˛	
         213	    	07:31:52	642.003	          0.115		       513	       201	      	  8	27	74	30	C0	B2	C1	26	CE	't0¿≤¡&Œ	
         214	    	07:31:52	642.143	          0.140		       513	       201	      	  8	26	F2	28	EF	29	BB	27	DE	&Ú(Ô)ª'ﬁ	
         215	    	07:31:52	642.257	          0.114		       513	       201	      	  8	27	AB	25	59	24	40	28	6F	'´%Y$@(o	
         216	    	07:31:52	642.370	          0.113		       513	       201	      	  8	27	A5	26	D8	AE	8A	28	93	'•&ÿÆä(ì	
         217	    	07:31:52	642.487	          0.117		       513	       201	      	  8	27	5B	2A	B9	28	FF	28	27	'[*π(ˇ('	
         218	    	07:31:52	642.603	          0.116		       513	       201	      	  8	28	37	26	CA	26	2D	26	0A	(7& &-&_	
         219	    	07:31:52	642.744	          0.141		       513	       201	      	  8	27	72	2F	F3	B2	9C	26	FC	'r/Û≤ú&¸	
         220	    	07:31:52	642.862	          0.118		       513	       201	      	  8	26	2A	28	E8	26	F2	27	D6	&*(Ë&Ú'÷	
         221	    	07:31:52	642.976	          0.114		       513	       201	      	  8	27	A4	25	6A	25	CC	28	88	'§%j%Ã(à	
         222	    	07:31:52	643.090	          0.114		       513	       201	      	  8	24	2E	27	5A	B2	9D	26	2C	$.'Z≤ù&,	
         223	    	07:31:52	643.206	          0.116		       513	       201	      	  8	26	24	28	AC	27	32	27	43	&$(¨'2'C	
         224	    	07:31:52	643.341	          0.135		       513	       201	      	  8	27	9C	28	71	25	4B	26	66	'ú(q%K&f	
         225	    	07:31:52	643.457	          0.116		       513	       201	      	  8	27	DC	26	E3	B2	70	26	88	'‹&„≤p&à	
         226	    	07:31:52	643.571	          0.114		       513	       201	      	  8	26	E2	29	42	29	E8	27	B1	&‚)B)Ë'±	
         227	    	07:31:52	643.675	          0.104		      1025	       401	      	  7	27	65	28	92	28	6D	C6	  	'e(í(m∆ 	
         228	    	07:31:52	643.791	          0.116		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         229	    	07:31:52	643.905	          0.114		       513	       201	      	  8	27	3B	B1	82	25	44	25	E1	';±Ç%D%·	
         230	    	07:31:52	644.043	          0.138		       513	       201	      	  8	28	AD	29	CC	27	62	27	A8	(≠)Ã'b'®	
         231	    	07:31:52	644.160	          0.117		       513	       201	      	  8	28	ED	28	08	26	49	27	6A	(Ì(_&I'j	
         232	    	07:31:52	644.233	          0.073		      1025	       401	      	  3	29	99	DA	  	  	  	  	  	)ô⁄     	
         233	    	07:31:52	690.935	         46.702		       257	       101	      	  8	43	BC	00	00	B3	0C	28	86	Cº__≥_(Ü	
         234	    	07:31:52	691.065	          0.130		       513	       201	      	  8	28	07	27	5F	27	63	29	0B	(_'_'c)_	
         235	    	07:31:52	691.181	          0.116		       513	       201	      	  8	26	16	27	04	26	BE	26	D5	&_'_&æ&’	
         236	    	07:31:52	691.297	          0.116		       513	       201	      	  8	28	56	28	6D	B2	F9	27	7F	(V(m≤˘'	
         237	    	07:31:52	691.412	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         238	    	07:31:52	691.540	          0.128		       513	       201	      	  8	25	D5	26	CF	26	51	26	84	%’&œ&Q&Ñ	
         239	    	07:31:52	691.655	          0.115		       513	       201	      	  8	28	66	27	E7	AD	E2	28	84	(f'Á≠‚(Ñ	
         240	    	07:31:52	691.770	          0.115		       513	       201	      	  8	26	F8	2A	5E	28	97	27	AB	&¯*^(ó'´	
         241	    	07:31:52	691.890	          0.120		       513	       201	      	  8	27	C0	25	80	25	2B	26	03	'¿%Ä%+&_	
         242	    	07:31:52	692.005	          0.115		       513	       201	      	  8	27	73	30	C1	B2	B9	26	D4	's0¡≤π&‘	
         243	    	07:31:52	692.142	          0.137		       513	       201	      	  8	26	F2	28	FA	29	BE	27	DC	&Ú(˙)æ'‹	
         244	    	07:31:52	692.257	          0.115		       513	       201	      	  8	27	A9	25	5B	24	40	28	6C	'©%[$@(l	
         245	    	07:31:52	692.371	          0.114		       513	       201	      	  8	27	A2	26	D8	AE	8C	28	93	'¢&ÿÆå(ì	
         246	    	07:31:52	692.494	          0.123		       513	       201	      	  8	27	5C	2A	B9	28	FF	28	27	'\*π(ˇ('	
         247	    	07:31:52	692.603	          0.109		       513	       201	      	  8	28	37	26	CA	26	2D	26	08	(7& &-&_	
         248	    	07:31:52	692.741	          0.138		       513	       201	      	  8	27	71	2F	F2	B2	9A	26	FD	'q/Ú≤ö&˝	
         249	    	07:31:52	692.856	          0.115		       513	       201	      	  8	26	29	28	E7	26	F1	27	D7	&)(Á&Ò'◊	
         250	    	07:31:52	692.969	          0.113		       513	       201	      	  8	27	A5	25	5D	25	CA	28	87	'•%]% (á	
         251	    	07:31:52	693.083	          0.114		       513	       201	      	  8	24	2B	27	59	B2	9D	26	2F	$+'Y≤ù&/	
         252	    	07:31:52	693.197	          0.114		       513	       201	      	  8	26	23	28	AB	27	34	27	44	&#(´'4'D	
         253	    	07:31:52	693.311	          0.114		       513	       201	      	  8	27	9C	28	6F	25	49	26	61	'ú(o%I&a	
         254	    	07:31:52	693.442	          0.131		       513	       201	      	  8	27	D9	26	DF	B2	71	26	88	'Ÿ&ﬂ≤q&à	
         255	    	07:31:52	693.556	          0.114		       513	       201	      	  8	26	E3	29	43	29	E8	27	B1	&„)C)Ë'±	
         256	    	07:31:52	693.660	          0.104		      1025	       401	      	  7	27	64	28	92	28	6D	B7	  	'd(í(m∑ 	
         257	    	07:31:52	693.775	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         258	    	07:31:52	693.889	          0.114		       513	       201	      	  8	27	3A	B1	83	25	42	25	E2	':±É%B%‚	
         259	    	07:31:52	694.004	          0.115		       513	       201	      	  8	28	AC	29	CD	27	63	27	A6	(¨)Õ'c'¶	
         260	    	07:31:52	694.140	          0.136		       513	       201	      	  8	28	F4	28	0A	26	49	27	6A	(Ù(_&I'j	
         261	    	07:31:52	694.213	          0.073		      1025	       401	      	  3	29	99	6B	  	  	  	  	  	)ôk     	
         262	    	07:31:52	740.934	         46.721		       257	       101	      	  8	43	BC	00	00	B3	09	28	85	Cº__≥_(Ö	
         263	    	07:31:52	741.065	          0.131		       513	       201	      	  8	28	08	27	5F	27	63	29	0A	(_'_'c)_	
         264	    	07:31:52	741.180	          0.115		       513	       201	      	  8	26	16	27	03	26	BE	26	D4	&_'_&æ&‘	
         265	    	07:31:52	741.296	          0.116		       513	       201	      	  8	28	56	28	6E	B2	F9	27	7F	(V(n≤˘'	
         266	    	07:31:52	741.411	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         267	    	07:31:52	741.539	          0.128		       513	       201	      	  8	25	D5	26	CF	26	51	26	84	%’&œ&Q&Ñ	
         268	    	07:31:52	741.656	          0.117		       513	       201	      	  8	28	66	27	E7	AD	E3	28	86	(f'Á≠„(Ü	
         269	    	07:31:52	741.772	          0.116		       513	       201	      	  8	26	F9	2A	5F	28	96	27	AC	&˘*_(ñ'¨	
         270	    	07:31:52	741.888	          0.116		       513	       201	      	  8	27	BF	25	80	25	2B	26	01	'ø%Ä%+&_	
         271	    	07:31:52	742.004	          0.116		       513	       201	      	  8	27	74	30	C0	B2	BC	26	D0	't0¿≤º&–	
         272	    	07:31:52	742.140	          0.136		       513	       201	      	  8	26	E2	28	F9	29	C5	27	DC	&‚(˘)≈'‹	
         273	    	07:31:52	742.253	          0.113		       513	       201	      	  8	27	AA	25	5A	24	44	28	73	'™%Z$D(s	
         274	    	07:31:52	742.367	          0.114		       513	       201	      	  8	27	A7	26	DA	AE	8A	28	93	'ß&⁄Æä(ì	
         275	    	07:31:52	742.484	          0.117		       513	       201	      	  8	27	5D	2A	BA	28	FF	28	26	']*∫(ˇ(&	
         276	    	07:31:52	742.599	          0.115		       513	       201	      	  8	28	37	26	C7	26	2A	26	08	(7&«&*&_	
         277	    	07:31:52	742.714	          0.115		       513	       201	      	  8	27	72	2F	F2	B2	9A	26	FD	'r/Ú≤ö&˝	
         278	    	07:31:52	742.840	          0.126		       513	       201	      	  8	26	29	28	E9	26	F0	27	DA	&)(È&'⁄	
         279	    	07:31:52	742.960	          0.120		       513	       201	      	  8	27	A8	25	5F	25	C9	28	87	'®%_%…(á	
         280	    	07:31:52	743.068	          0.108		       513	       201	      	  8	24	2D	27	5A	B2	9D	26	33	$-'Z≤ù&3	
         281	    	07:31:52	743.182	          0.114		       513	       201	      	  8	26	26	28	AD	27	31	27	46	&&(≠'1'F	
         282	    	07:31:52	743.297	          0.115		       513	       201	      	  8	27	9C	28	70	25	49	26	63	'ú(p%I&c	
         283	    	07:31:52	743.413	          0.116		       513	       201	      	  8	27	DB	26	E4	B2	70	26	88	'€&‰≤p&à	
         284	    	07:31:52	743.539	          0.126		       513	       201	      	  8	26	E2	29	42	29	E8	27	B0	&‚)B)Ë'∞	
         285	    	07:31:52	743.645	          0.106		      1025	       401	      	  7	27	65	28	92	28	6D	E0	  	'e(í(m‡ 	
         286	    	07:31:52	743.760	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         287	    	07:31:52	743.873	          0.113		       513	       201	      	  8	27	3A	B1	84	25	44	25	DE	':±Ñ%D%ﬁ	
         288	    	07:31:52	743.986	          0.113		       513	       201	      	  8	28	A6	29	CD	27	5C	27	9D	(¶)Õ'\'ù	
         289	    	07:31:52	744.101	          0.115		       513	       201	      	  8	28	EA	28	0E	26	4D	27	6F	(Í(_&M'o	
         290	    	07:31:52	744.192	          0.091		      1025	       401	      	  3	29	9B	FF	  	  	  	  	  	)õˇ     	
         291	    	07:31:52	790.935	         46.743		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
         292	    	07:31:52	791.066	          0.131		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
         293	    	07:31:52	791.182	          0.116		       513	       201	      	  8	26	16	27	05	26	BF	26	D5	&_'_&ø&’	
         294	    	07:31:52	791.297	          0.115		       513	       201	      	  8	28	56	28	6D	B2	F9	27	7F	(V(m≤˘'	
         295	    	07:31:52	791.411	          0.114		       513	       201	      	  8	27	2D	26	B7	26	B8	28	EE	'-&∑&∏(Ó	
         296	    	07:31:52	791.538	          0.127		       513	       201	      	  8	25	D5	26	CF	26	51	26	84	%’&œ&Q&Ñ	
         297	    	07:31:52	791.652	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E5	28	86	(f'Á≠Â(Ü	
         298	    	07:31:52	791.768	          0.116		       513	       201	      	  8	26	F9	2A	5F	28	96	27	AB	&˘*_(ñ'´	
         299	    	07:31:52	791.887	          0.119		       513	       201	      	  8	27	C0	25	7E	25	2B	26	03	'¿%~%+&_	
         300	    	07:31:52	792.082	          0.195		       513	       201	      	  8	27	74	30	C2	B2	C0	26	D1	't0¬≤¿&—	
         301	    	07:31:52	792.139	          0.057		       513	       201	      	  8	26	E4	28	EF	29	B3	27	DC	&‰(Ô)≥'‹	
         302	    	07:31:52	792.252	          0.113		       513	       201	      	  8	27	AA	25	5D	24	43	28	72	'™%]$C(r	
         303	    	07:31:52	792.366	          0.114		       513	       201	      	  8	27	A8	26	D9	AE	89	28	92	'®&ŸÆâ(í	
         304	    	07:31:52	792.481	          0.115		       513	       201	      	  8	27	5C	2A	B9	29	01	28	27	'\*π)_('	
         305	    	07:31:52	792.596	          0.115		       513	       201	      	  8	28	36	26	CA	26	2D	26	09	(6& &-&_	
         306	    	07:31:52	792.712	          0.116		       513	       201	      	  8	27	71	2F	F3	B2	9D	26	FC	'q/Û≤ù&¸	
         307	    	07:31:52	792.840	          0.128		       513	       201	      	  8	26	29	28	EA	26	FB	27	E2	&)(Í&˚'‚	
         308	    	07:31:52	792.961	          0.121		       513	       201	      	  8	27	AF	25	67	25	CC	28	88	'Ø%g%Ã(à	
         309	    	07:31:52	793.068	          0.107		       513	       201	      	  8	24	2B	27	59	B2	9D	26	2E	$+'Y≤ù&.	
         310	    	07:31:52	793.184	          0.116		       513	       201	      	  8	26	26	28	B0	27	38	27	47	&&(∞'8'G	
         311	    	07:31:52	793.297	          0.113		       513	       201	      	  8	27	9D	28	72	25	4B	26	65	'ù(r%K&e	
         312	    	07:31:52	793.441	          0.144		       513	       201	      	  8	27	DB	26	E2	B2	70	26	88	'€&‚≤p&à	
         313	    	07:31:52	793.556	          0.115		       513	       201	      	  8	26	E2	29	42	29	E9	27	B0	&‚)B)È'∞	
         314	    	07:31:52	793.661	          0.105		      1025	       401	      	  7	27	65	28	92	28	6D	AE	  	'e(í(mÆ 	
         315	    	07:31:52	793.777	          0.116		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         316	    	07:31:52	793.891	          0.114		       513	       201	      	  8	27	3B	B1	82	25	43	25	E1	';±Ç%C%·	
         317	    	07:31:52	794.006	          0.115		       513	       201	      	  8	28	A6	29	BE	27	4C	27	91	(¶)æ'L'ë	
         318	    	07:31:52	794.139	          0.133		       513	       201	      	  8	28	EF	28	0E	26	4B	27	70	(Ô(_&K'p	
         319	    	07:31:52	794.212	          0.073		      1025	       401	      	  3	29	99	B2	  	  	  	  	  	)ô≤     	
         320	    	07:31:52	840.934	         46.722		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
         321	    	07:31:52	841.066	          0.132		       513	       201	      	  8	28	08	27	5F	27	64	29	0A	(_'_'d)_	
         322	    	07:31:52	841.182	          0.116		       513	       201	      	  8	26	16	27	04	26	BE	26	D5	&_'_&æ&’	
         323	    	07:31:52	841.299	          0.117		       513	       201	      	  8	28	56	28	6E	B2	F9	27	7F	(V(n≤˘'	
         324	    	07:31:52	841.416	          0.117		       513	       201	      	  8	27	2D	26	B8	26	B8	28	ED	'-&∏&∏(Ì	
         325	    	07:31:52	841.536	          0.120		       513	       201	      	  8	25	D4	26	CF	26	51	26	84	%‘&œ&Q&Ñ	
         326	    	07:31:52	841.652	          0.116		       513	       201	      	  8	28	66	27	E7	AD	E3	28	86	(f'Á≠„(Ü	
         327	    	07:31:52	841.767	          0.115		       513	       201	      	  8	26	FA	2A	5E	28	96	27	AB	&˙*^(ñ'´	
         328	    	07:31:52	841.884	          0.117		       513	       201	      	  8	27	BF	25	80	25	2B	26	00	'ø%Ä%+&_	
         329	    	07:31:52	841.998	          0.114		       513	       201	      	  8	27	73	30	C2	B2	BE	26	D3	's0¬≤æ&”	
         330	    	07:31:52	842.137	          0.139		       513	       201	      	  8	26	DE	28	EB	29	B4	27	D7	&ﬁ(Î)¥'◊	
         331	    	07:31:52	842.252	          0.115		       513	       201	      	  8	27	A6	25	59	24	41	28	6F	'¶%Y$A(o	
         332	    	07:31:52	842.366	          0.114		       513	       201	      	  8	27	A2	26	D8	AE	89	28	93	'¢&ÿÆâ(ì	
         333	    	07:31:52	842.483	          0.117		       513	       201	      	  8	27	5D	2A	B8	29	00	28	27	']*∏)_('	
         334	    	07:31:52	842.599	          0.116		       513	       201	      	  8	28	36	26	CB	26	2D	26	04	(6&À&-&_	
         335	    	07:31:52	842.738	          0.139		       513	       201	      	  8	27	73	2F	F2	B2	9B	26	FC	's/Ú≤õ&¸	
         336	    	07:31:52	842.852	          0.114		       513	       201	      	  8	26	29	28	E7	26	F3	27	D9	&)(Á&Û'Ÿ	
         337	    	07:31:52	842.968	          0.116		       513	       201	      	  8	27	A7	25	68	25	CB	28	88	'ß%h%À(à	
         338	    	07:31:52	843.088	          0.120		       513	       201	      	  8	24	2E	27	5A	B2	9D	26	32	$.'Z≤ù&2	
         339	    	07:31:52	843.198	          0.110		       513	       201	      	  8	26	25	28	AC	27	34	27	44	&%(¨'4'D	
         340	    	07:31:52	843.338	          0.140		       513	       201	      	  8	27	9C	28	71	25	4A	26	65	'ú(q%J&e	
         341	    	07:31:52	843.452	          0.114		       513	       201	      	  8	27	DB	26	E2	B2	72	26	88	'€&‚≤r&à	
         342	    	07:31:52	843.566	          0.114		       513	       201	      	  8	26	E3	29	43	29	E8	27	B1	&„)C)Ë'±	
         343	    	07:31:52	843.671	          0.105		      1025	       401	      	  7	27	64	28	92	28	6D	88	  	'd(í(mà 	
         344	    	07:31:52	843.786	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         345	    	07:31:52	843.901	          0.115		       513	       201	      	  8	27	3B	B1	83	25	43	25	DF	';±É%C%ﬂ	
         346	    	07:31:52	844.038	          0.137		       513	       201	      	  8	28	A6	29	BE	27	5B	27	A1	(¶)æ'['°	
         347	    	07:31:52	844.153	          0.115		       513	       201	      	  8	28	F3	28	0E	26	4D	27	6F	(Û(_&M'o	
         348	    	07:31:52	844.226	          0.073		      1025	       401	      	  3	29	99	1B	  	  	  	  	  	)ô_     	
         349	    	07:31:52	890.932	         46.706		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
         350	    	07:31:52	891.063	          0.131		       513	       201	      	  8	28	08	27	5F	27	64	29	0B	(_'_'d)_	
         351	    	07:31:52	891.178	          0.115		       513	       201	      	  8	26	16	27	03	26	BF	26	D5	&_'_&ø&’	
         352	    	07:31:52	891.294	          0.116		       513	       201	      	  8	28	55	28	6E	B2	F9	27	7F	(U(n≤˘'	
         353	    	07:31:52	891.411	          0.117		       513	       201	      	  8	27	2D	26	B8	26	B8	28	ED	'-&∏&∏(Ì	
         354	    	07:31:52	891.536	          0.125		       513	       201	      	  8	25	D5	26	CF	26	51	26	84	%’&œ&Q&Ñ	
         355	    	07:31:52	891.651	          0.115		       513	       201	      	  8	28	67	27	E7	AD	E2	28	85	(g'Á≠‚(Ö	
         356	    	07:31:52	891.766	          0.115		       513	       201	      	  8	26	FA	2A	5E	28	96	27	AB	&˙*^(ñ'´	
         357	    	07:31:52	891.883	          0.117		       513	       201	      	  8	27	C0	25	7F	25	2B	26	01	'¿%%+&_	
         358	    	07:31:52	891.997	          0.114		       513	       201	      	  8	27	74	30	C1	B2	BD	26	C3	't0¡≤Ω&√	
         359	    	07:31:52	892.138	          0.141		       513	       201	      	  8	26	E2	28	EF	29	C8	27	DC	&‚(Ô)»'‹	
         360	    	07:31:52	892.253	          0.115		       513	       201	      	  8	27	AA	25	5B	24	41	28	6C	'™%[$A(l	
         361	    	07:31:52	892.367	          0.114		       513	       201	      	  8	27	A7	26	D9	AE	88	28	93	'ß&ŸÆà(ì	
         362	    	07:31:52	892.483	          0.116		       513	       201	      	  8	27	5B	2A	BA	29	01	28	27	'[*∫)_('	
         363	    	07:31:52	892.600	          0.117		       513	       201	      	  8	28	37	26	C8	26	2C	26	07	(7&»&,&_	
         364	    	07:31:52	892.738	          0.138		       513	       201	      	  8	27	72	2F	F3	B2	99	26	FA	'r/Û≤ô&˙	
         365	    	07:31:52	892.854	          0.116		       513	       201	      	  8	26	2A	28	EA	26	FB	27	E2	&*(Í&˚'‚	
         366	    	07:31:52	892.968	          0.114		       513	       201	      	  8	27	AF	25	6A	25	CD	28	88	'Ø%j%Õ(à	
